,Text-based search,Browsing + Categorisation,Context-specific suggestions,Components,Composites,Process composition,Data composition,Automatic UI generation,Webpage composition,Widget composition,Visual UI composition,Textual UI composition,Testing,Debugging,Code generation,Interpretation,Compilation,Spreadsheet,Dialog/form,WYSIWYG,PbD,Drag & drop,Sharing components,Textual DSL,Full language,Forum,Wiki,Public,Private,PbEM,Blackboard,Icon,Textual,Flow diagram component,Explicit control flow,Implicit control flow,Wires,Non-wire graphics,Visual DSL,Flow diagram,Form,Page flow,High,Average,Low,Layman,Domain expert,Technical expert,Advanced user,Consumer/Individual,Enterprise/Organisation,Plain list,Rate component,Composite num downloads,Generic,Context-specific,Domain-specific,Specialised,Mobile,Desktop,Web,Incompatibility prompts,Suggestions,Help,User goal/requirement mapping,VCS,Screencasts,API/component documentation,Tutorials,Discussion forums,Composite ratings,Examples,Level 1,Level 2,Level 3,Level 4,SOAP,REST,RSS,ATOM,Widget,Scraping/DOM,JSON,XML,WSDL,WADL,Triggers,Actions,Filters,Branches,Loops,Tool-level,Composition level,Full automation,Semi-automation,No automation,Service layer,Application layer,Presentation layer,Review composite,Sharing composites,Data flow present,Application,Plug-in,Platform,Webpage/webapp,Component repository,Composite repository,Ad hoc,Fixed,Centralised,Decentralised,Spreadsheet representation,WYSIWYG representation,Textual DSL representation,Full language representation,Explicit data flow,Implicit data flow,Visual DSL representation,Export,Mobile context,Desktop context,Web context,JSON message format,XML message format,Composite description,Composite name,Composite num uses,Composite age,Composite num SNS shares,Upload/Publish composite,Copy composite,Export composite,Rename composite,Save composite,Rate composite,Delete composite,Turn on/off composite,Acquire composite,Set/Edit composite parameters,Share composite on SNS,Edit composite,Execute composite,Activate component,Set/Edit component parameters,Use in composition,Tool documentation,Single composite I&Os,Multiple atomic I&Os,Component names,Assign tags to composite,Component type,Browse + filter/search,Browse list,Text entry,Other recommendations,Composite reviews,No specification,In-app execution,Blog,External help/FAQ,No link,Text editor,No abstraction,Create new app,Dummy test data,Control flow present,Composite Tags,Composite categories,Component requirements/prerequisites,Component input(s),Component output(s)/result(s),Component options,Component example usage,Component icons,Component descriptions,Composite properties,Composite creator,Component version,Composite copyright,Component related actions,Composite notes,Composite location,Component categories,Composite icon,Component num uses,Component age,Component num SNS shares,Component num downloads,Component reviews,Component ratings,Component copyright,Component creator,Component icon,Component notes,Component location,Component tags,Component description,Component name,Component num users,Component num ratings,Form element,SNS support,Composite num ratings,Composite version,View example usage,Import component,Composite num users,Review component,Selecting & customising UI,Extension APIs,UI composition,Low learning curve,Medium learning curve,High learning curve,Framework
Domain expert,0.00248138957816,0.0136476426799,0.00124069478908,0.014888337469,0.00620347394541,0.0111662531017,0.00868486352357,0,0.00248138957816,0.00248138957816,0.00496277915633,0,0.00744416873449,0.00496277915633,0.00124069478908,0.0124069478908,0,0,0.0161290322581,0.00248138957816,0,0.00620347394541,0.00248138957816,0.00248138957816,0,0.00372208436725,0.00124069478908,0.00868486352357,0.00124069478908,0.0111662531017,0,0.014888337469,0.00992555831266,0.00744416873449,0.00868486352357,0.00496277915633,0.00372208436725,0.00372208436725,0.00496277915633,0.00372208436725,0.0124069478908,0,0,0.00868486352357,0.00372208436725,0.00248138957816,0.0161290322581,0.0136476426799,0.014888337469,0.0161290322581,0.00372208436725,0.00372208436725,0,0.00372208436725,0.00248138957816,0.00744416873449,0.00496277915633,0.00248138957816,0.00372208436725,0.00372208436725,0.0124069478908,0.00372208436725,0.00620347394541,0.0111662531017,0,0.00124069478908,0.00620347394541,0.00620347394541,0.00992555831266,0.00372208436725,0.00496277915633,0.0136476426799,0.00124069478908,0.00496277915633,0.00744416873449,0.00124069478908,0,0.00496277915633,0.00496277915633,0.00496277915633,0.00124069478908,0.00124069478908,0.00124069478908,0,0,0,0.00496277915633,0.0136476426799,0.00124069478908,0.00496277915633,0.00248138957816,0.00744416873449,0.00124069478908,0,0.00992555831266,0.00496277915633,0.00124069478908,0,0.00248138957816,0,0.00744416873449,0.0161290322581,0.00744416873449,0,0,0.00620347394541,0.0124069478908,0.00620347394541,0.00744416873449,0.00620347394541,0.00868486352357,0.00496277915633,0,0.00372208436725,0.00248138957816,0,0.00372208436725,0.00496277915633,0,0.00248138957816,0.00372208436725,0.00248138957816,0.00620347394541,0.00124069478908,0.00124069478908,0.00372208436725,0.00868486352357,0.00124069478908,0.00248138957816,0,0.00496277915633,0.00248138957816,0.00248138957816,0.00744416873449,0.00868486352357,0.00248138957816,0.00744416873449,0.00620347394541,0.00496277915633,0.00496277915633,0.00496277915633,0.00992555831266,0.00496277915633,0.00992555831266,0.0124069478908,0.0136476426799,0.0124069478908,0.00248138957816,0.00372208436725,0.00248138957816,0.00248138957816,0.00496277915633,0.00372208436725,0.0111662531017,0.00124069478908,0.00496277915633,0,0.0111662531017,0.0111662531017,0.00744416873449,0.00620347394541,0.00992555831266,0,0.00248138957816,0.00124069478908,0.00124069478908,0.0223325062035,0.00372208436725,0,0.00124069478908,0.00620347394541,0.00620347394541,0.0111662531017,0.00248138957816,0.00496277915633,0.00372208436725,0.00124069478908,0.00496277915633,0.00124069478908,0,0.00248138957816,0,0,0.00744416873449,0.00372208436725,0,0.00124069478908,0,0,0,0.00124069478908,0.00248138957816,0.00248138957816,0.0136476426799,0,0.00248138957816,0,0.00620347394541,0.014888337469,0.00124069478908,0.00124069478908,0.00868486352357,0.00372208436725,0,0,0.00124069478908,0.00124069478908,0,0,0,0.00248138957816,0.00248138957816,0.00124069478908,0.00248138957816,0.00248138957816,0
Technical expert,0.0031512605042,0.00945378151261,0.00105042016807,0.0136554621849,0.0063025210084,0.0115546218487,0.0115546218487,0,0.00210084033613,0,0.00210084033613,0,0.00735294117647,0.00420168067227,0.00210084033613,0.0126050420168,0,0.00105042016807,0.0136554621849,0,0.00210084033613,0.00525210084034,0.00210084033613,0.00420168067227,0.00105042016807,0.00525210084034,0.00105042016807,0.00945378151261,0.00105042016807,0.00945378151261,0,0.0136554621849,0.0115546218487,0.00525210084034,0.00945378151261,0.00420168067227,0.00525210084034,0.0031512605042,0.00420168067227,0.0031512605042,0.0115546218487,0,0.00105042016807,0.0105042016807,0.00525210084034,0.0031512605042,0.0115546218487,0.0220588235294,0.0147058823529,0.0168067226891,0.00525210084034,0.0031512605042,0,0.00420168067227,0.0031512605042,0.0063025210084,0.00525210084034,0.00420168067227,0.00420168067227,0.0031512605042,0.0115546218487,0.00840336134454,0.0063025210084,0.00840336134454,0,0,0.00525210084034,0.0063025210084,0.00840336134454,0.00420168067227,0.0031512605042,0.015756302521,0,0.00420168067227,0.0105042016807,0.00105042016807,0,0.00420168067227,0.00420168067227,0.00420168067227,0.00210084033613,0.0031512605042,0.00105042016807,0,0,0,0.00525210084034,0.0136554621849,0.00105042016807,0.00525210084034,0.0031512605042,0.0063025210084,0.00105042016807,0,0.0126050420168,0.00420168067227,0.00105042016807,0,0.00105042016807,0,0.00735294117647,0.0168067226891,0.0063025210084,0.00105042016807,0,0.0063025210084,0.0115546218487,0.0063025210084,0.0063025210084,0.0063025210084,0.00840336134454,0.00420168067227,0,0.00210084033613,0.00210084033613,0.00105042016807,0.00420168067227,0.00420168067227,0,0.00105042016807,0.00420168067227,0.0031512605042,0.00525210084034,0.00210084033613,0.00105042016807,0.00420168067227,0.00945378151261,0.00105042016807,0.00210084033613,0.00105042016807,0.00525210084034,0.00210084033613,0.00210084033613,0.00840336134454,0.00945378151261,0.00105042016807,0.00840336134454,0.0063025210084,0.00525210084034,0.00525210084034,0.00525210084034,0.0105042016807,0.00525210084034,0.0105042016807,0.0126050420168,0.0126050420168,0.0115546218487,0.00420168067227,0.00525210084034,0.00210084033613,0.00105042016807,0.00420168067227,0.00420168067227,0.0105042016807,0.00210084033613,0.0063025210084,0,0.0105042016807,0.0115546218487,0.0063025210084,0.0063025210084,0.00840336134454,0.00105042016807,0.00210084033613,0.00105042016807,0.00105042016807,0.0241596638655,0.00210084033613,0,0.00105042016807,0.00735294117647,0.00735294117647,0.0115546218487,0.0031512605042,0.00525210084034,0.0031512605042,0.00105042016807,0.0063025210084,0.00105042016807,0,0.00210084033613,0,0,0.00735294117647,0.00420168067227,0,0.00105042016807,0,0,0,0.00105042016807,0.00210084033613,0.0031512605042,0.0115546218487,0.00105042016807,0.00210084033613,0,0.0063025210084,0.0136554621849,0.00105042016807,0.00105042016807,0.00840336134454,0.0031512605042,0,0.00105042016807,0.00105042016807,0.00105042016807,0,0,0,0.00105042016807,0.00210084033613,0.00105042016807,0.0031512605042,0.00210084033613,0
Advanced user,0.00321888412017,0.0107296137339,0.00107296137339,0.0150214592275,0.00643776824034,0.0118025751073,0.00858369098712,0,0.00214592274678,0.00107296137339,0.00321888412017,0,0.00751072961373,0.00429184549356,0.00214592274678,0.0128755364807,0,0,0.0118025751073,0.00107296137339,0,0.00643776824034,0.00214592274678,0.00214592274678,0.00107296137339,0.00536480686695,0.00107296137339,0.00858369098712,0,0.00965665236052,0,0.0139484978541,0.0118025751073,0.00858369098712,0.00965665236052,0.00321888412017,0.00429184549356,0.00321888412017,0.00321888412017,0.00429184549356,0.00965665236052,0,0,0.00858369098712,0.00429184549356,0.00321888412017,0.0128755364807,0.0150214592275,0.0160944206009,0.0160944206009,0.00429184549356,0.00321888412017,0,0.00429184549356,0.00214592274678,0.00643776824034,0.00536480686695,0.00214592274678,0.00429184549356,0.00429184549356,0.0118025751073,0.00536480686695,0.00643776824034,0.00965665236052,0,0,0.00643776824034,0.00643776824034,0.00858369098712,0.00429184549356,0.00321888412017,0.0128755364807,0.00107296137339,0.00429184549356,0.00643776824034,0.00107296137339,0,0.00429184549356,0.00429184549356,0.00429184549356,0.00107296137339,0.00107296137339,0.00107296137339,0,0,0,0.00536480686695,0.0139484978541,0.00107296137339,0.00643776824034,0.00429184549356,0.00643776824034,0.00107296137339,0,0.00858369098712,0.00536480686695,0.00107296137339,0,0.00214592274678,0,0.00751072961373,0.0171673819742,0.00751072961373,0.00107296137339,0,0.00643776824034,0.0128755364807,0.00643776824034,0.00751072961373,0.00643776824034,0.00858369098712,0.00536480686695,0,0.00321888412017,0.00214592274678,0.00107296137339,0.00429184549356,0.00429184549356,0,0.00214592274678,0.00429184549356,0.00321888412017,0.00536480686695,0.00214592274678,0.00107296137339,0.00429184549356,0.00965665236052,0.00107296137339,0.00214592274678,0.00107296137339,0.00536480686695,0.00214592274678,0.00214592274678,0.00858369098712,0.00965665236052,0.00107296137339,0.00858369098712,0.00643776824034,0.00536480686695,0.00536480686695,0.00536480686695,0.0107296137339,0.00536480686695,0.0107296137339,0.0128755364807,0.0139484978541,0.0128755364807,0.00429184549356,0.00536480686695,0.00214592274678,0.00107296137339,0.00429184549356,0.00429184549356,0.0118025751073,0.00214592274678,0.00536480686695,0,0.0107296137339,0.0118025751073,0.00751072961373,0.00751072961373,0.00858369098712,0.00107296137339,0.00321888412017,0.00107296137339,0.00107296137339,0.0225321888412,0.00214592274678,0,0.00107296137339,0.00751072961373,0.00751072961373,0.0118025751073,0.00321888412017,0.00536480686695,0.00321888412017,0.00107296137339,0.00643776824034,0.00107296137339,0,0.00214592274678,0,0,0.00751072961373,0.00429184549356,0,0.00107296137339,0,0,0,0.00107296137339,0.00214592274678,0.00321888412017,0.0128755364807,0.00107296137339,0.00214592274678,0,0.00643776824034,0.0150214592275,0.00107296137339,0.00107296137339,0.00858369098712,0.00321888412017,0,0.00107296137339,0.00107296137339,0.00107296137339,0,0,0,0.00107296137339,0.00214592274678,0.00107296137339,0.00214592274678,0.00214592274678,0
Consumer/Individual,0.0039100684262,0.010752688172,0.0019550342131,0.0136852394917,0.0058651026393,0.0127077223851,0.0136852394917,0,0.0019550342131,0.0019550342131,0.00293255131965,0,0.00684261974585,0.00488758553275,0.0019550342131,0.0117302052786,0,0.0019550342131,0.0127077223851,0.0019550342131,0.0019550342131,0.0058651026393,0.0019550342131,0.00293255131965,0.000977517106549,0.00488758553275,0.000977517106549,0.00782013685239,0,0.00879765395894,0,0.0127077223851,0.010752688172,0.00782013685239,0.00879765395894,0.00293255131965,0.00684261974585,0.00293255131965,0.0039100684262,0.0039100684262,0.00977517106549,0,0,0.00782013685239,0.00488758553275,0.0019550342131,0.0117302052786,0.0146627565982,0.0136852394917,0.0205278592375,0.0039100684262,0.00293255131965,0,0.0039100684262,0.00293255131965,0.0058651026393,0.00488758553275,0.00293255131965,0.0039100684262,0.0039100684262,0.010752688172,0.010752688172,0.0058651026393,0.00977517106549,0.0019550342131,0,0.0058651026393,0.00684261974585,0.010752688172,0.00488758553275,0.0039100684262,0.0136852394917,0.000977517106549,0.0039100684262,0.00782013685239,0.000977517106549,0.00293255131965,0.00684261974585,0.00684261974585,0.0058651026393,0.00488758553275,0.00293255131965,0.000977517106549,0,0,0,0.00488758553275,0.0127077223851,0.000977517106549,0.0058651026393,0.0039100684262,0.0058651026393,0.000977517106549,0,0.00977517106549,0.00488758553275,0.000977517106549,0,0.0019550342131,0,0.00684261974585,0.0166177908113,0.00684261974585,0.000977517106549,0,0.0058651026393,0.0117302052786,0.0058651026393,0.00684261974585,0.0058651026393,0.00782013685239,0.00488758553275,0,0.00293255131965,0.0019550342131,0.000977517106549,0.00488758553275,0.0039100684262,0,0.0019550342131,0.0039100684262,0.00293255131965,0.00488758553275,0.0019550342131,0.000977517106549,0.0039100684262,0.00879765395894,0.000977517106549,0.0019550342131,0.000977517106549,0.00488758553275,0.0019550342131,0.0019550342131,0.00782013685239,0.00879765395894,0.0019550342131,0.00782013685239,0.0058651026393,0.00488758553275,0.00488758553275,0.00488758553275,0.00977517106549,0.00488758553275,0.00977517106549,0.0117302052786,0.0127077223851,0.0117302052786,0.0039100684262,0.00488758553275,0.0019550342131,0.0019550342131,0.0039100684262,0.0039100684262,0.010752688172,0.0019550342131,0.00488758553275,0,0.00977517106549,0.010752688172,0.00782013685239,0.00684261974585,0.00782013685239,0.000977517106549,0.00293255131965,0.000977517106549,0.000977517106549,0.0205278592375,0.00293255131965,0,0.000977517106549,0.00684261974585,0.00684261974585,0.010752688172,0.00293255131965,0.00488758553275,0.00293255131965,0.000977517106549,0.0058651026393,0.000977517106549,0,0.0019550342131,0,0,0.00684261974585,0.0039100684262,0,0.000977517106549,0,0,0,0.000977517106549,0.0019550342131,0.00293255131965,0.0117302052786,0.000977517106549,0.0019550342131,0,0.0058651026393,0.0136852394917,0.000977517106549,0.000977517106549,0.00782013685239,0.00293255131965,0,0.000977517106549,0.000977517106549,0.000977517106549,0,0,0.000977517106549,0.0019550342131,0.00293255131965,0.000977517106549,0.00684261974585,0.00488758553275,0.0019550342131
Enterprise/Organisation,0,0.0107913669065,0,0.0143884892086,0.00719424460432,0.0107913669065,0.0179856115108,0,0,0.00359712230216,0.00359712230216,0,0.00719424460432,0.00359712230216,0,0.00719424460432,0,0.00359712230216,0.00359712230216,0.00359712230216,0.00719424460432,0.00719424460432,0,0.00359712230216,0,0.00359712230216,0,0.00719424460432,0,0.0107913669065,0,0.00719424460432,0.00719424460432,0.0143884892086,0.00719424460432,0.00359712230216,0.0107913669065,0.00359712230216,0.00359712230216,0.00719424460432,0.00359712230216,0,0.00359712230216,0.0143884892086,0,0.00359712230216,0.0107913669065,0.0179856115108,0.0143884892086,0.0179856115108,0.0323741007194,0,0,0.00359712230216,0.0107913669065,0.00359712230216,0.00719424460432,0.00359712230216,0,0.00359712230216,0.0143884892086,0.0179856115108,0.00359712230216,0.0107913669065,0.0107913669065,0,0.0107913669065,0.00359712230216,0.0143884892086,0.00359712230216,0.00359712230216,0.0215827338129,0.00359712230216,0,0.0143884892086,0,0.00719424460432,0.0143884892086,0.0143884892086,0.0143884892086,0.00359712230216,0.00719424460432,0.00359712230216,0,0,0,0.00359712230216,0.00719424460432,0.00359712230216,0.00719424460432,0.00719424460432,0.00359712230216,0,0,0.0143884892086,0.00359712230216,0,0,0.00359712230216,0,0.00719424460432,0.0143884892086,0.00359712230216,0,0,0.00719424460432,0.0107913669065,0.00719424460432,0.00359712230216,0.00719424460432,0.00719424460432,0.00359712230216,0,0.00359712230216,0,0,0.00359712230216,0.00359712230216,0,0.00359712230216,0,0,0.00719424460432,0.00359712230216,0,0.00719424460432,0.00359712230216,0,0,0,0.00359712230216,0.00719424460432,0,0.00359712230216,0.00719424460432,0,0.00719424460432,0.00359712230216,0.00359712230216,0.00359712230216,0.00359712230216,0.00719424460432,0.00719424460432,0.00719424460432,0.00719424460432,0.0107913669065,0.00719424460432,0.00359712230216,0.00359712230216,0,0,0.00359712230216,0,0.0143884892086,0,0.0107913669065,0,0.00719424460432,0.00719424460432,0.0107913669065,0.00359712230216,0,0,0.00359712230216,0,0.00359712230216,0.0143884892086,0.00359712230216,0,0,0.00719424460432,0.00719424460432,0.00359712230216,0.00359712230216,0.00359712230216,0.00359712230216,0,0.00359712230216,0,0,0,0,0,0.00359712230216,0,0,0.00359712230216,0,0,0,0,0,0.00359712230216,0.00359712230216,0,0,0,0.00359712230216,0.0107913669065,0,0,0.00359712230216,0.00719424460432,0,0,0,0,0,0,0,0,0.00359712230216,0.00359712230216,0.0143884892086,0.00719424460432,0.00719424460432
Plain list,0,0.0108108108108,0,0.0162162162162,0,0.0162162162162,0.0108108108108,0,0,0,0.00540540540541,0,0.0162162162162,0.00540540540541,0.00540540540541,0.0162162162162,0,0,0.0162162162162,0,0,0.00540540540541,0.00540540540541,0,0,0.00540540540541,0.00540540540541,0.00540540540541,0,0.00540540540541,0,0.0216216216216,0.0162162162162,0,0.0108108108108,0.00540540540541,0,0.00540540540541,0,0,0.0162162162162,0,0,0.00540540540541,0.0108108108108,0,0.0162162162162,0.0162162162162,0.0162162162162,0.0162162162162,0,0.0162162162162,0,0,0,0.0162162162162,0,0,0.00540540540541,0.00540540540541,0.0108108108108,0,0,0.0108108108108,0,0,0.00540540540541,0.00540540540541,0.00540540540541,0.00540540540541,0,0.00540540540541,0,0.00540540540541,0.0162162162162,0,0,0.00540540540541,0.00540540540541,0.00540540540541,0,0,0,0,0,0,0,0.0162162162162,0,0,0,0.0108108108108,0,0,0.00540540540541,0.0108108108108,0.00540540540541,0,0,0,0.00540540540541,0.0216216216216,0.0108108108108,0,0,0.00540540540541,0.0108108108108,0,0.0108108108108,0.00540540540541,0.00540540540541,0.0108108108108,0,0,0,0,0,0.0108108108108,0,0.00540540540541,0.00540540540541,0.00540540540541,0.00540540540541,0,0.00540540540541,0,0.0108108108108,0,0,0,0,0,0.0108108108108,0.0108108108108,0.0108108108108,0,0.00540540540541,0.00540540540541,0,0.00540540540541,0,0.0108108108108,0.0108108108108,0.0108108108108,0.0162162162162,0.0162162162162,0.0162162162162,0.00540540540541,0,0,0,0,0.0108108108108,0.0108108108108,0.00540540540541,0,0,0.0108108108108,0.0162162162162,0,0.00540540540541,0.0216216216216,0,0,0.00540540540541,0,0.0324324324324,0,0,0.00540540540541,0.00540540540541,0.00540540540541,0.0162162162162,0,0,0.00540540540541,0,0,0.00540540540541,0,0.00540540540541,0,0,0.0108108108108,0,0,0,0,0,0,0,0.00540540540541,0,0.0108108108108,0,0,0,0,0.0162162162162,0,0,0.0216216216216,0,0,0,0,0.00540540540541,0,0,0,0,0.00540540540541,0,0,0,0
Rate component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Composite num downloads,0.00314465408805,0.00943396226415,0,0.0125786163522,0.0125786163522,0.0125786163522,0.0062893081761,0,0,0,0,0,0.00314465408805,0.00314465408805,0.00314465408805,0.0125786163522,0,0,0.0062893081761,0,0,0.00314465408805,0,0,0.00314465408805,0.00943396226415,0,0.0125786163522,0,0.0125786163522,0,0.0157232704403,0.0157232704403,0.00314465408805,0.00943396226415,0.00314465408805,0.00314465408805,0,0,0.00314465408805,0.0062893081761,0,0,0.00943396226415,0,0,0.00943396226415,0.0125786163522,0.0125786163522,0.0157232704403,0.00314465408805,0,0,0.0125786163522,0,0.0062893081761,0.0062893081761,0,0.00943396226415,0,0.00943396226415,0.0062893081761,0.0062893081761,0.0062893081761,0,0,0.0062893081761,0.0062893081761,0.00943396226415,0.0062893081761,0.0062893081761,0.0125786163522,0,0.0062893081761,0.00314465408805,0,0,0.00314465408805,0.0062893081761,0.0062893081761,0,0,0,0,0,0,0.00943396226415,0.0125786163522,0.00314465408805,0.00943396226415,0.0062893081761,0.0062893081761,0,0,0.00943396226415,0.00314465408805,0,0,0,0,0.0125786163522,0.0125786163522,0.00943396226415,0,0,0.0062893081761,0.0125786163522,0.0125786163522,0.0062893081761,0.0062893081761,0.0125786163522,0,0,0,0.00314465408805,0.00314465408805,0.0062893081761,0,0,0,0.00943396226415,0,0.00314465408805,0.00314465408805,0,0.0062893081761,0.0125786163522,0,0.00314465408805,0.00314465408805,0.0125786163522,0.00314465408805,0,0.00943396226415,0.0125786163522,0,0.0125786163522,0.00943396226415,0.0125786163522,0.00943396226415,0.00943396226415,0.0157232704403,0.00314465408805,0.0125786163522,0.0125786163522,0.0125786163522,0.00943396226415,0.0062893081761,0.00314465408805,0.0062893081761,0.00314465408805,0.0062893081761,0,0.00943396226415,0,0.00314465408805,0,0.0125786163522,0.0125786163522,0.0125786163522,0.00943396226415,0.0062893081761,0.00314465408805,0.00314465408805,0,0,0.0220125786164,0.0062893081761,0,0,0.0062893081761,0.0062893081761,0.00943396226415,0.0062893081761,0.00943396226415,0.0062893081761,0,0.0125786163522,0,0,0,0,0,0.00943396226415,0.00314465408805,0,0.00314465408805,0,0,0,0,0,0,0.0157232704403,0,0,0,0.00943396226415,0.0157232704403,0,0,0.0062893081761,0.00314465408805,0,0,0,0,0,0,0,0,0,0.00314465408805,0.00314465408805,0,0
Generic,0.00740740740741,0.0148148148148,0,0.0148148148148,0,0,0.0148148148148,0,0.00740740740741,0.00740740740741,0.00740740740741,0,0,0,0,0.00740740740741,0,0.00740740740741,0.00740740740741,0.00740740740741,0.0148148148148,0.0148148148148,0.00740740740741,0.00740740740741,0,0,0,0.00740740740741,0,0.00740740740741,0,0,0,0.0222222222222,0.00740740740741,0,0.00740740740741,0,0.00740740740741,0.00740740740741,0.00740740740741,0,0,0.00740740740741,0,0.00740740740741,0.0148148148148,0.0222222222222,0.0148148148148,0.0222222222222,0.0222222222222,0,0,0,0.0518518518519,0,0,0,0,0.00740740740741,0.0148148148148,0.0148148148148,0.0148148148148,0.0148148148148,0.00740740740741,0,0.00740740740741,0,0.0222222222222,0,0,0.0222222222222,0.00740740740741,0,0.037037037037,0,0,0.00740740740741,0.00740740740741,0.00740740740741,0.00740740740741,0.0148148148148,0,0,0,0,0,0.00740740740741,0,0.00740740740741,0.00740740740741,0,0,0.00740740740741,0.0296296296296,0.0148148148148,0,0,0.0148148148148,0,0,0,0.00740740740741,0,0,0.00740740740741,0.0148148148148,0,0.00740740740741,0.00740740740741,0.00740740740741,0.00740740740741,0,0.0222222222222,0,0,0,0,0,0.00740740740741,0,0,0.00740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00740740740741,0.00740740740741,0.0148148148148,0.0148148148148,0,0,0,0,0,0,0.0148148148148,0,0.0222222222222,0,0.00740740740741,0,0.00740740740741,0.00740740740741,0.0148148148148,0,0.0148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00740740740741,0,0,0.00740740740741,0,0.00740740740741,0,0.00740740740741,0.0148148148148,0.00740740740741,0.00740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0.00740740740741,0.0148148148148,0
Context-specific,0,0.0122249388753,0,0.0171149144254,0.00733496332518,0.0146699266504,0.00733496332518,0,0,0,0.00244498777506,0,0.00977995110024,0.00244498777506,0.00244498777506,0.0146699266504,0,0,0.0146699266504,0,0,0.00244498777506,0.00244498777506,0,0,0.00488997555012,0.00244498777506,0.00977995110024,0,0.00977995110024,0,0.0244498777506,0.0146699266504,0,0.0122249388753,0.00244498777506,0,0.00488997555012,0,0,0.0146699266504,0,0,0.00977995110024,0.00488997555012,0,0.0146699266504,0.0146699266504,0.0146699266504,0.0146699266504,0.00244498777506,0.00733496332518,0,0.00488997555012,0,0.0146699266504,0.00244498777506,0.00244498777506,0.00733496332518,0.00244498777506,0.00977995110024,0,0.00488997555012,0.00733496332518,0,0,0.00733496332518,0.00244498777506,0.00488997555012,0.00244498777506,0.00244498777506,0.00977995110024,0,0.00733496332518,0.00977995110024,0,0,0.00488997555012,0.00244498777506,0.00244498777506,0,0,0.00244498777506,0,0,0,0.00733496332518,0.0146699266504,0,0.00244498777506,0,0.0122249388753,0,0,0.00977995110024,0.00488997555012,0.00244498777506,0,0,0,0.00977995110024,0.0146699266504,0.00977995110024,0,0,0.00488997555012,0.0122249388753,0.00733496332518,0.00977995110024,0.00488997555012,0.00977995110024,0.00488997555012,0,0,0.00244498777506,0,0,0.00733496332518,0,0.00244498777506,0.00733496332518,0.00244498777506,0.00488997555012,0.00244498777506,0.00244498777506,0.00244498777506,0.00977995110024,0,0.00244498777506,0,0.00488997555012,0.00244498777506,0.00488997555012,0.0122249388753,0.0122249388753,0,0.00977995110024,0.00977995110024,0.00488997555012,0.00488997555012,0.00733496332518,0.0146699266504,0.00733496332518,0.0122249388753,0.0146699266504,0.0146699266504,0.0146699266504,0.00244498777506,0.00244498777506,0.00488997555012,0.00244498777506,0.00733496332518,0.00488997555012,0.0122249388753,0.00244498777506,0.00244498777506,0,0.0122249388753,0.0146699266504,0.00733496332518,0.00733496332518,0.0146699266504,0,0,0.00244498777506,0.00244498777506,0.0268948655257,0.00244498777506,0,0.00244498777506,0.00488997555012,0.00488997555012,0.0146699266504,0,0.00733496332518,0.00488997555012,0,0.00488997555012,0.00244498777506,0,0.00244498777506,0,0,0.00733496332518,0.00244498777506,0,0,0,0,0,0,0.00244498777506,0.00244498777506,0.0171149144254,0,0,0,0.00244498777506,0.0171149144254,0,0,0.0122249388753,0.00244498777506,0,0,0,0.00244498777506,0,0,0,0,0.00244498777506,0,0,0,0
